uid,facilityInternal,agencyInternal,agencyFullNameInternal,stateInternal,company,canonicalFacilityId,created,hidden_override,notes,googlePlaceName,address,longitude,latitude,county,googlePlaceId,state
309a1bd28c4b45,AMADOR COUNTY JAIL,,,CA,SECURUS,10813,2021-03-01T17:13:13.040Z,false,,Amador County Jail,"700 Court St, Jackson, CA 95642, United States",-120.7695246,38.3515228,Amador County,ChIJ1YWlos97moARjcV2kvomvP0,CA
75ac8e6b927063,MODOC COUNTY JAIL,,,CA,SECURUS,10814,2021-03-01T17:15:01.896Z,false,,Modoc Sheriffs Department,"Alturas, CA 96101, United States",-120.5409324,41.4838338,Modoc County,ChIJ7-V2Dc2Ry1QR0lkFRZEh7wo,CA
db8f3113217707,SAN JOAQUIN COUNTY JAIL,,,CA,SECURUS,10815,2021-03-01T17:18:40.570Z,false,,San Joaquin County Jail,"7000 Michael Canlis Blvd, French Camp, CA 95231, United States",-121.2959943,37.8859826,San Joaquin County,ChIJb6MlrWQTkIAREdcnBTMzHcs,CA
16bef9f6b89120,SAN JOAQUIN COUNTY JUVENILE HALL,,,CA,SECURUS,10816,2021-03-01T17:18:55.558Z,false,,San Joaquin Juvenile Hall,"575 W Mathews Rd, French Camp, CA 95231, United States",-121.2904154,37.8831113,San Joaquin County,ChIJ5dsZH54UkIARlzoGak-R00U,CA
8f41a79c104fa8,SANTA CRUZ COUNTY JUVENILE HALL,,,CA,SECURUS,10817,2021-03-01T17:19:11.089Z,false,,Santa Cruz County Juvenile,"3650 Graham Hill Rd, Felton, CA 95018, United States",-122.0491989,37.04388489999999,Santa Cruz County,ChIJ3-sN9NJGjoAR-YPiy1Mvgfw,CA
5a8ef8be905c23,TUOLUMNE COUNTY JAIL,,,CA,SECURUS,10818,2021-03-01T17:19:39.792Z,false,,Tuolumne County Jail,"175 Yaney Ave, Sonora, CA 95370, United States",-120.3860454,37.9843765,Tuolumne County,ChIJvSQhltPFkIAR3B0sRq9yfHA,CA
709599d14d7d5f,DENVER COUNTY JAIL,,,CO,SECURUS,10819,2021-03-01T17:21:16.266Z,false,,Denver County Jail,"10500 E Smith Rd, Denver, CO 80239, United States",-104.8640782,39.7675914,Denver County,ChIJ6bMVzUN7bIcRJnQckctlZ6o,CO
cd2db0b272ffce,FREMONT COUNTY DETENTION CENTER,,,CO,SECURUS,10820,2021-03-01T17:21:38.029Z,false,,Fremont County Sheriff,"100 Justice Center Rd, Cañon City, CO 81212, United States",-105.1823832,38.4462479,Fremont County,ChIJ5dZJlKiFFIcR6PhHzhT-2A0,CO
204f450ab7b46b,HUERFANO COUNTY JAIL,,,CO,SECURUS,10821,2021-03-01T17:21:45.776Z,false,,Huerfano County Jail,"500 S Albert Ave, Walsenburg, CO 81089, United States",-104.7822275,37.6239443,Huerfano County,ChIJy_FkEttbEYcRmZaPnsqfUjU,CO
84d4287f4ca69e,LAS ANIMAS COUNTY JAIL,,,CO,SECURUS,10822,2021-03-01T17:22:22.156Z,false,,Las Animas County Sheriff,"2309 E Main St, Trinidad, CO 81082, United States",-104.485199,37.1823443,Las Animas County,ChIJd_QdPEUbEYcRQD45qsEY7u4,CO
f67dac3218b468,PUEBLO COUNTY DETENTION CENTER,,,CO,SECURUS,10823,2021-03-01T17:22:49.516Z,false,,Pueblo County Sheriff's Office,"909 Court St, Pueblo, CO 81003, United States",-104.6085342,38.2758276,Pueblo County,ChIJM_mf0-2jE4cRw0Y9_9tiPBQ,CO
e734f51d7bbc21,ALACHUA COUNTY JAIL,,,FL,SECURUS,10824,2021-03-01T17:26:26.558Z,false,,The Alachua County Jail,"3333 NE 39th Ave, Gainesville, FL 32609, United States",-82.27960519999999,29.6783574,Alachua County,ChIJ26nyOIyj6IgRO1oETbtEZKk,FL
02e7bbdd03d3da,FRANKLIN COUNTY JAIL,,,FL,SECURUS,10825,2021-03-01T17:44:21.480Z,false,,Franklin County Jail Facility,"270 FL-65, Eastpoint, FL 32328, United States",-84.83108750000001,29.7759653,Franklin County,ChIJA_OLqrxL64gRDhqMbu_M010,FL
49f89cc34b9f12,JACKSON COUNTY JAIL,,,FL,SECURUS,10826,2021-03-01T17:44:49.247Z,false,,Jackson County Corrections,"2737 Penn Ave, Marianna, FL 32448, United States",-85.25693629999999,30.7643857,Jackson County,ChIJ7TVH2zQgk4gRJn3e7sv4490,FL
033b95f64f2d6f,LAKE COUNTY DETENTION CENTER,,,FL,SECURUS,10827,2021-03-01T17:44:57.066Z,false,,Lake County Jail,"551 W Main St, Tavares, FL 32778, United States",-81.73259209999999,28.8015898,Lake County,ChIJNf1XXHq954gRuJn2F7VlVcM,FL
80238dfe3b031a,MADISON COUNTY JAIL,,,FL,SECURUS,10828,2021-03-01T17:45:27.776Z,false,,Madison County Jail,"823 SW Pinckney St, Madison, FL 32340, United States",-83.4221479,30.4681678,Madison County,ChIJIyREKAia7ogRyBKrWCh-SLY,FL
2d532140ea6536,MARION COUNTY JAIL,,,FL,SECURUS,10829,2021-03-01T17:45:42.885Z,false,,Marion County Sheriff's Office,"700 NW 30th Ave, Ocala, FL 34475, United States",-82.1747017,29.1921655,Marion County,ChIJKWYzG9Qq5ogR8PrmqaKyU_s,FL
640782c9017c86,PUTNAM COUNTY JAIL,,,FL,SECURUS,10830,2021-03-01T17:47:29.953Z,false,,Putnam County Jail,"130 Orie Griffin Blvd, Palatka, FL 32177, United States",-81.6628073,29.6683033,Putnam County,ChIJ22qNnQll5ogRTlaBFTlGahs,FL
ec9c89325cf4d7,SUMTER COUNTY DETENTION CENTER,,,FL,SECURUS,10831,2021-03-01T17:47:44.635Z,false,,Sumter County Detention Center,"219 E Anderson Ave, Bushnell, FL 33513, United States",-82.1097257,28.6627485,Sumter County,ChIJ73opFZLk54gRzvb5HjVqHaM,FL
aa27db3d643b5b,TAYLOR COUNTY JAIL,,,FL,SECURUS,10832,2021-03-01T17:48:02.392Z,false,,Taylor County Jail,"589 US-27, Perry, FL 32347, United States",-83.5737523,30.1099256,Taylor County,ChIJKzMIBuSp7ogR6YSwuySBfvQ,FL
c87d4d61406ed5,ATKINSON COUNTY JAIL,,,GA,SECURUS,10833,2021-03-01T17:48:17.169Z,false,,Atkinson County Sheriff,"20 E Smith Ave, Pearson, GA 31642, United States",-82.8535532,31.2957875,Atkinson County,ChIJm0hugK3T74gRLHl3tszQ3H0,GA
564cabd9e88bcc,BALDWIN COUNTY JAIL,,,GA,SECURUS,10834,2021-03-01T17:48:24.849Z,false,,Baldwin County Jail,"119 Old Monticello Rd NW, Milledgeville, GA 31061, United States",-83.30518540000001,33.0812679,Baldwin County,ChIJ_ZrNO9i59ogRYUCMexVDSGo,GA
674a8d7ee2b7ff,Central Utah Correctional Facility,UTDOC,Utah DOC,UT,ICS,10632,2021-03-06T02:48:53.461Z,false,,Central Utah Correctional Facility,"255 E. 300 North, Gunnison, UT 84634, United States",-111.8104276,39.1656841,Sanpete County,ChIJtaKNNFaAS4cRfVMA7CxwZc0,UT
e9c9b4b7e805b9,Farmville Detention Center,FRMVA,ICA-Farmville,VA,ICS,10635,2021-03-06T02:49:09.885Z,false,,Farmville Detention Center,"508 Waterworks Rd, Farmville, VA 23901, United States",-78.4370283,37.32385319999999,Prince Edward County,ChIJW3OjEXpOsokRLWdRpSoD9Ec,VA
2d00c9dd2eabd4,CARROLL COUNTY JAIL,,,GA,SECURUS,10835,2021-03-01T17:49:12.267Z,false,,Carroll County Jail,"1000 Newnan Rd, Carrollton, GA 30116, United States",-85.04690409999999,33.5685662,Carroll County,ChIJLyLR9_Mui4gRnzl1oNkTTEs,GA
8a2414dc448413,CATOOSA COUNTY JAIL,,,GA,SECURUS,10836,2021-03-01T17:49:18.906Z,false,,Catoosa County Sheriff's Office,"5842 US-41, Ringgold, GA 30736, United States",-85.1347072,34.9294914,Catoosa County,ChIJR1xLzZFvYIgR7WS5z4kiT40,GA
925f1dceb77db7,DEKALB COUNTY JAIL,,,GA,SECURUS,10837,2021-03-01T17:49:50.922Z,false,,DeKalb County Jail,"4425 Memorial Dr, Decatur, GA 30032, United States",-84.24441089999999,33.7757435,DeKalb County,ChIJKUFkd76p9YgRQVtLGQ6Ntl4,GA
e6cc63514cf80e,FAYETTE COUNTY JAIL,,,GA,SECURUS,10838,2021-03-01T17:50:05.001Z,false,,Fayette County Sheriff's Office,"145 Johnson Ave, Fayetteville, GA 30214, United States",-84.4517621,33.4450273,Fayette County,ChIJfWDrCzPu9IgRbEuirGp5PPw,GA
cafa8c82eda828,FULTON COUNTY JAIL,,,GA,SECURUS,10839,2021-03-01T17:50:31.280Z,false,,Fulton County Jail,"901 Rice St NW, Atlanta, GA 30318, United States",-84.4236554,33.7789069,Fulton County,ChIJU-BtMLkE9YgRMJSE1nQh0jE,GA
02600e1d006019,HALL COUNTY JAIL,,,GA,SECURUS,10840,2021-03-01T17:59:43.989Z,false,,Hall County Jail,"1700 Barber Rd, Gainesville, GA 30507, United States",-83.81278619999999,34.2386099,Hall County,ChIJITRwXBjx9YgRgwmKspuWb5I,GA
7d65b291ea2b9e,HENRY COUNTY JAIL,,,GA,SECURUS,10841,2021-03-01T18:00:04.280Z,false,,Henry County Jail,"120 Henry Pkwy, McDonough, GA 30253, United States",-84.1690181,33.4226033,Henry County,ChIJVVCeb8Zb9IgRXkRxZ9XHq3s,GA
80cea14a495022,MACON COUNTY JAIL,,,GA,SECURUS,10842,2021-03-01T18:00:52.336Z,false,,Macon County Sheriff's Office,"100 Sumter St, Montezuma, GA 31063, United States",-84.0594797,32.2938518,Macon County,ChIJf8hdec2z84gRahk_W5DXRoc,GA
60370e4b11b0b8,RICHMOND COUNTY CORRECTIONAL INSTITUTION,,,GA,SECURUS,10843,2021-03-01T18:01:51.293Z,false,,Richmond County Correctional Institution,"2314 Tobacco Rd, Augusta, GA 30906, United States",-82.0390109,33.3737368,Richmond County,ChIJgf-WQ-PP-YgRLWiEZZ9CIoM,GA
098c5fe461fbda,THOMAS COUNTY DETENTION CENTER,,,GA,SECURUS,10844,2021-03-01T18:02:31.499Z,false,,Thomas County Jail,"921 Smith Ave, Thomasville, GA 31792, United States",-83.96273970000001,30.8363303,Thomas County,ChIJMWQjuNq17YgR_3ldh1WVDYU,GA
82a6eeed58920a,TROUP COUNTY JAIL,,,GA,SECURUS,10845,2021-03-01T18:02:53.137Z,false,,Troup County Jail,"130 Sam Walker Dr, LaGrange, GA 30241, United States",-85.0062703,32.9885162,Troup County,ChIJ4U24ovJVi4gRLd8GmqzDOBg,GA
61a2486ee98b76,BENEWAH COUNTY JAIL,,,ID,SECURUS,10846,2021-03-01T18:03:50.104Z,false,,Benewah County Sheriff,"701 College Ave # 301, St Maries, ID 83861, United States",-116.567052,47.3150645,Benewah County,ChIJZ6iSjNo6YFMRvx2HN8IqKHs,ID
95cce8bd083f10,CUSTER COUNTY JAIL,,,ID,SECURUS,10847,2021-03-01T18:03:57.477Z,false,,Custer County Sheriff,"401 S Main Ave, Mackay, ID 83251, United States",-113.6144605,43.9129902,Custer County,ChIJVSPwJ78dVlMRWIiloB4RrJs,ID
108f1590e5d38d,IDAHO COUNTY JAIL,,,ID,SECURUS,10848,2021-03-01T18:04:05.104Z,false,,Idaho County Jail,"320 W Main St, Grangeville, ID 83530, United States",-116.1233624,45.9262988,Idaho County,ChIJZ-ZbhXjBoFQRuu0tG5pIE3Q,ID
e7c588c7b98a8d,VALLEY COUNTY JAIL,,,ID,SECURUS,10849,2021-03-01T18:04:25.697Z,false,,Valley County Sheriff,"107 W Spring St, Cascade, ID 83611, United States",-116.0441769,44.5171501,Valley County,ChIJq7BzB24GplQRzD7Xj6gHqhQ,ID
34a2ef894ed3ba,ADAMS COUNTY JAIL,,,IL,SECURUS,10850,2021-03-01T18:04:44.442Z,false,,Adams County Jail,"521 Vermont St, Quincy, IL 62301, United States",-91.40713869999999,39.9349218,Adams County,ChIJa9YlVFT23YcRrOR2vatbKfQ,IL
0d1fb7f3b6c4e6,FL DOC - MAYO ANNEX,,,FL,SECURUS,9732,2021-03-01T17:37:42.084Z,false,,Mayo C.I. Annex,"8784 US-27, Mayo, FL 32066, United States",-83.30515249999999,30.1327563,Lafayette County,ChIJS3HkChq37ogRlr27Z2uxPYw,FL
c0487f664ec801,BOONE COUNTY JAIL,,,IL,SECURUS,10851,2021-03-01T18:04:58.806Z,false,,Boone County Sheriff's Department,"615 N Main St, Belvidere, IL 61008, United States",-88.8446967,42.26560689999999,Boone County,ChIJJ6hr-7W1CIgR2w6x7ZsAsFs,IL
dd13e2b1604b8e,CHAMPAIGN COUNTY SATELLITE JAIL,,,IL,SECURUS,10852,2021-03-01T18:05:06.445Z,false,,Satellite Jail,"502 S Lierman Ave, Urbana, IL 61802, United States",-88.1866683,40.1091651,Champaign County,ChIJYb3L57_XDIgR8zyAIlaWBGQ,IL
d510260f410479,CLAY COUNTY JAIL,,,IL,SECURUS,10853,2021-03-01T18:05:22.984Z,false,,Clay County Sheriff Department,"300 Broadway St, Louisville, IL 62858, United States",-88.49912719999999,38.77274,Clay County,ChIJx-R856Hnc4gR0V7a1rTowQo,IL
bf21f454af211c,CRAWFORD COUNTY JAIL,,,IL,SECURUS,10854,2021-03-01T18:05:41.382Z,false,,Crawford County Jail,"203 S Jefferson St, Robinson, IL 62454, United States",-87.7386027,39.0043083,Crawford County,ChIJK7BjT_5scogR9wyHqnZl-Ok,IL
260eb7dd021414,DOUGLAS COUNTY JAIL,,,IL,SECURUS,10855,2021-03-01T18:05:49.137Z,false,,Douglas County Sheriff,"920 S Washington St, Tuscola, IL 61953, United States",-88.2911402,39.7910492,Douglas County,ChIJTakkKHclc4gRQxkX0uuP0Zg,IL
269d97c431fe0a,FORD COUNTY JAIL,,,IL,SECURUS,10856,2021-03-01T18:05:56.215Z,false,,Ford County Jail,"235 N American St, Paxton, IL 60957, United States",-88.09934319999999,40.4635286,Ford County,ChIJUeTIJ04DDYgRG217hkqQCzQ,IL
8f0042b443ee18,FULTON COUNTY JAIL,,,IL,SECURUS,10857,2021-03-01T18:06:03.421Z,false,,Fulton County Sheriff’s Office,"268 W Washington Ave, Lewistown, IL 61542, United States",-90.1569583,40.3976403,Fulton County,ChIJY9N2HVE74IcR_EKRDfEwZsI,IL
9070082d603638,HENRY COUNTY JAIL,,,IL,SECURUS,10858,2021-03-01T18:06:53.505Z,false,,Henry County Jail,"311 W Center St, Cambridge, IL 61238, United States",-90.19713689999999,41.3021349,Henry County,ChIJTSpZ0qId4ocRjxvGtoV22vE,IL
9d7eeb5e6b5587,IROQUOIS COUNTY JAIL,,,IL,SECURUS,10859,2021-03-01T18:14:39.346Z,false,,Iroquois County Sheriff's Department,"550 S 10th St, Watseka, IL 60970, United States",-87.7187946,40.7717192,Iroquois County,ChIJDVJrHZ-aDYgR2p6tCZf58Jc,IL
e42677864e1031,JACKSON COUNTY JAIL,,,IL,SECURUS,10860,2021-03-01T18:14:46.141Z,false,,Jackson County Jail,"1001 Mulberry St, Murphysboro, IL 62966, United States",-89.33497679999999,37.7626705,Jackson County,ChIJzaSUnycJd4gRJMJmsOIiHOc,IL
8a21ec13097b1a,KENDALL COUNTY JAIL,,,IL,SECURUS,10861,2021-03-01T18:15:23.661Z,false,,The Kendall County Jail,"1102 Cornell Ln, Yorkville, IL 60560, United States",-88.46237939999999,41.6573562,Kendall County,ChIJKYuETxbqDogRj7KuRsVBNTI,IL
a98e09f9da4a01,LAWRENCE COUNTY JAIL,,,IL,SECURUS,10862,2021-03-01T18:15:46.663Z,false,,Lawrence County Sheriff,"1306 Lexington Ave, Lawrenceville, IL 62439, United States",-87.68505429999999,38.7268753,Lawrence County,ChIJryLACbsEcogRS2P9iTszUPo,IL
ac0e76c6df233e,MACON COUNTY JAIL,,,IL,SECURUS,10863,2021-03-01T18:16:28.558Z,false,,Macon County Sheriff,"333 S Franklin St, Decatur, IL 62523, United States",-88.95324629999999,39.8392255,Macon County,ChIJ29xWDDuwdIgRJph4azr_l7U,IL
de2f636b3841b3,OGLE COUNTY JAIL,,,IL,SECURUS,10864,2021-03-01T18:17:22.557Z,false,,Ogle County Sheriff's Office,"202 S 1st St, Oregon, IL 61061, United States",-89.3290538,42.0129195,Ogle County,ChIJGSjHQVz5CIgRgi72DEtMsEo,IL
9e871276320ee0,SALINE COUNTY JAIL,,,IL,SECURUS,10865,2021-03-01T18:17:36.865Z,false,,Saline County Jail,"1 N Main St, Harrisburg, IL 62946, United States",-88.5406744,37.7386774,Saline County,ChIJFdJG95TDcIgRrasxtxebIPU,IL
4829ba4a882a6f,SHELBY COUNTY JAIL,,,IL,SECURUS,10866,2021-03-01T18:17:56.356Z,false,,Shelby County Jail,"151 N Morgan St, Shelbyville, IL 62565, United States",-88.79174259999999,39.40738200000001,Shelby County,ChIJ_XbUBAaCdIgRJtRRduot3wo,IL
1fa9de674c3f02,ST CLAIR COUNTY JAIL,,,IL,SECURUS,10867,2021-03-01T18:18:04.850Z,false,,St Clair County Jail,"700 N 5th St, Belleville, IL 62220, United States",-89.9908,38.5204346,St. Clair County,ChIJ7RD08YUCdogRBkolGw0j9X0,IL
e76742ffd1cd59,STEPHENSON COUNTY JAIL,,,IL,SECURUS,10868,2021-03-01T18:18:12.663Z,false,,Stephenson County Jail,"1680 Singer Dr, Freeport, IL 61032, United States",-89.5926282,42.2857168,Stephenson County,ChIJoxgoowRpCIgRuKlPLScdbNU,IL
72f8afeae26690,VERMILION COUNTY JAIL,,,IL,SECURUS,10869,2021-03-01T18:18:47.960Z,false,,Vermilion County Jail,"2 South St, Danville, IL 61832, United States",-87.62923909999999,40.1221167,Vermilion County,ChIJLdWiTAhaDYgRC4-6LxeGEF8,IL
ea7983c365494f,WARREN COUNTY JAIL,,,IL,SECURUS,10870,2021-03-01T18:18:56.559Z,false,,Warren County Jail,"121 N A St, Monmouth, IL 61462, United States",-90.64924479999999,40.9129531,Warren County,ChIJPfIMEKYL4YcRv2NHcw9K1uU,IL
27723940e2280b,WASHINGTON COUNTY JAIL,,,IL,SECURUS,10871,2021-03-01T18:19:03.595Z,false,,Washington County Sheriff's Office,"245 N Kaskaskia St, Nashville, IL 62263, United States",-89.3832505,38.34499599999999,Washington County,ChIJQ8hFQZKKdogRL3JEqiEJSmA,IL
1562f4d2dba560,WHITESIDE COUNTY JAIL,,,IL,SECURUS,10872,2021-03-01T18:19:10.960Z,false,,Whiteside County Sheriff's Office,"400 N Cherry St, Morrison, IL 61270, United States",-89.963482,41.8099906,Whiteside County,ChIJ6ZuZhlfWCYgRmtTlaTBlc4I,IL
7c033927e4754f,BARTHOLOMEW COUNTY JAIL,,,IN,SECURUS,10873,2021-03-01T18:20:12.278Z,false,,Bartholomew County Jail,"543 2nd St, Columbus, IN 47201, United States",-85.9191001,39.1999131,Bartholomew County,ChIJmaQfSs6ha4gRicwiA0CJNkQ,IN
55168b853e9397,FLOYD COUNTY JAIL,,,IN,SECURUS,10874,2021-03-01T18:20:51.675Z,false,,Floyd County Corrections,"311 Hauss Square, New Albany, IN 47150, United States",-85.82585949999999,38.2845643,Floyd County,ChIJx_9RifVsaYgRtID07GAUq4M,IN
1646fde834f1d0,JEFFERSON COUNTY JAIL,,,IN,SECURUS,10875,2021-03-01T18:22:10.763Z,false,,Jefferson County Sheriff's Department,"317 Walnut St, Madison, IN 47250, United States",-85.3760317,38.7359315,Jefferson County,ChIJVx4fIjY7aogRI8iTORIlrbo,IN
76c132a5aa9a8b,KOSCIUSKO COUNTY JAIL,,,IN,SECURUS,10876,2021-03-01T18:22:18.582Z,false,,Kosciusko County Sheriff Office,"221 W Main St, Warsaw, IN 46580, United States",-85.8585961,41.238521,Kosciusko County,ChIJtULH03qeFogR1_oeJq1qc8U,IN
667687a04e8223,LAPORTE COUNTY JAIL,,,IN,SECURUS,10877,2021-03-01T18:22:45.560Z,false,,La Porte County Jail,"809 State St, La Porte, IN 46350, United States",-86.7228957,41.6120873,LaPorte County,ChIJ58ecX2oSEYgR3pawjyGxtQA,IN
31198d69dd8e6e,MARION COUNTY JUVENILE DETENTION CENTER,,,IN,SECURUS,10878,2021-03-01T18:23:10.100Z,false,,Marion County Juvenile Division,"2451 N Keystone Ave, Indianapolis, IN 46218, United States",-86.12073699999999,39.8019836,Marion County,ChIJh21FhbBRa4gROC0uzCD_38Y,IN
c6938d466094a1,MORGAN COUNTY JAIL,,,IN,SECURUS,10879,2021-03-01T18:23:25.577Z,false,,Morgan County Jail,"160 N Park Ave, Martinsville, IN 46151, United States",-86.43976459999999,39.4290594,Morgan County,ChIJg2oSMd6PbIgRAcRQS7CfpFU,IN
dcbcaaebfe92cd,PULASKI COUNTY JAIL,,,IN,SECURUS,10880,2021-03-01T18:23:58.700Z,false,,Pulaski County,"110 E Meridian St #202, Winamac, IN 46996, United States",-86.6030839,41.050111,Pulaski County,ChIJn5Ed1rg-ZkAR4xMyIYeL0b8,IN
27d7d3b95ec700,Palo Pinto County Jail,PINTX,Palo Pinto County Jail,TX,ICS,10628,2021-03-06T02:48:39.336Z,false,,Palo Pinto County Sheriff’s Office,"420 Cedar St, Palo Pinto, TX 76484, United States",-98.2982906,32.7683472,Palo Pinto County,ChIJlwpA06SJUYYRMgizcQghB2k,TX
6feda1b7801ec1,AUDUBON COUNTY JAIL,,,IA,SECURUS,10881,2021-03-01T18:24:38.570Z,false,,Audubon County Sheriff,"318 Leroy St # 1, Audubon, IA 50025, United States",-94.9297943,41.721604,Audubon County,ChIJv4dKY9nQ7IcRdB5sILEAobY,IA
9b450a58be7383,CLARKE COUNTY JAIL,,,IA,SECURUS,10882,2021-03-01T18:25:01.473Z,false,,Clarke County Sheriffs Office,"220 Town Line Rd, Osceola, IA 50213, United States",-93.7631655,41.0447543,Clarke County,ChIJkwjMlrji64cRngAMWWlPA2Y,IA
49e01f4e50f57d,CRAWFORD COUNTY JAIL,,,IA,SECURUS,10883,2021-03-01T18:25:09.575Z,false,,Crawford County Sheriff,"1202 Broadway # 3, Denison, IA 51442, United States",-95.3567973,42.0172268,Crawford County,ChIJD6D0GTTCkocRnU0oz2RYtfM,IA
c625d59278705c,MAHASKA COUNTY JAIL,,,IA,SECURUS,10884,2021-03-01T18:25:19.163Z,false,,Mahaska County Jail,"214 High Ave E, Oskaloosa, IA 52577, United States",-92.6430372,41.2952172,Mahaska County,ChIJ4ZgjU6FN74cRJt_Kk3fiml8,IA
11529a8211b6e2,STORY COUNTY JAIL,,,IA,SECURUS,10885,2021-03-01T18:25:35.682Z,false,,Story County Jail,"1315 S B Ave, Nevada, IA 50201, United States",-93.4422958,42.0112369,Story County,ChIJpQxYncFn7ocR4zsJEDHbyzE,IA
744b74937cd4e1,WEBSTER COUNTY JAIL,,,IA,SECURUS,10886,2021-03-01T18:25:51.575Z,false,,Webster County Sheriff,"702 1st Ave S # 1, Fort Dodge, IA 50501, United States",-94.1883544,42.5047378,Webster County,ChIJIwOq9U128ocR-FbJqbHN1pM,IA
2cbdb5b95d6387,SALINE COUNTY DETENTION CENTER,,,AR,SECURUS,10887,2021-01-07T22:40:27.148Z,false,,The Saline County Detention Center,"735 S Neeley St, Benton, AR 72015, United States",-92.5791155,34.5561852,Saline County,ChIJvUSALM1TzYcR0euZySZucvM,AR
ccbbd17be86916,PIKE COUNTY JAIL,,,IL,SECURUS,10888,2021-01-08T19:53:19.256Z,false,,Pike County Jail,"204 E Adams St, Pittsfield, IL 62363, United States",-90.8041778,39.6082279,Pike County,ChIJwTL49B1H3ocRsgicUVPvHM4,IL
9d2d05c9e4eddf,COWLEY COUNTY JAIL,,,KS,SECURUS,10889,2021-01-08T20:17:40.870Z,false,,Cowley County Jail,"910 Fuller St, Winfield, KS 67156, United States",-96.99385079999999,37.2394194,Cowley County,ChIJT--La_x-uocRj0LJRNrvzJ4,KS
a28582055c334f,DICKINSON COUNTY JAIL,,,KS,SECURUS,10890,2021-01-08T20:18:05.133Z,false,,County Jail,"109 E 1st St, Abilene, KS 67410, United States",-97.2133274,38.916059,Dickinson County,ChIJ62fQ2Y3wvIcRRildH6QXdQs,KS
529182e6db0969,EDWARDS COUNTY JAIL,,,KS,SECURUS,10891,2021-01-08T20:18:37.247Z,false,,Edwards County Sheriff,"321 Massachusetts Ave, Kinsley, KS 67547, United States",-99.41391349999999,37.9254183,Edwards County,ChIJ2TTpBDOWpocRNszCgKBt9iQ,KS
ad900bf488c379,ELLSWORTH COUNTY JAIL,,,KS,SECURUS,10892,2021-01-08T20:19:01.651Z,false,,Ellsworth County Jail,"212 N Kansas Ave, Ellsworth, KS 67439, United States",-98.2313088,38.7310337,Ellsworth County,ChIJC4N_onoTo4cRwbLsPdhn4Xs,KS
41637f7556f0a4,HARVEY COUNTY JAIL,,,KS,SECURUS,10893,2021-01-08T20:19:33.546Z,false,,Harvey County Detention Center,"800 N Main St, Newton, KS 67114, United States",-97.3438063,38.0512634,Harvey County,ChIJzZgqyHsTu4cReSRoBA2LIIw,KS
e7614150702e10,LABETTE COUNTY JAIL,,,KS,SECURUS,10894,2021-01-08T20:20:12.935Z,false,,Labette County Sheriff,"718 5th St, Oswego, KS 67356, United States",-95.10841959999999,37.1657864,Labette County,ChIJC2dNswz_t4cRJNWEFy7CqT8,KS
0088344c471f97,LINCOLN COUNTY JAIL,,,KS,SECURUS,10895,2021-01-08T20:20:42.941Z,false,,Lincoln County Sheriff Office,"116 N 2nd St, Lincoln, KS 67455, United States",-98.1447298,39.04098949999999,Lincoln County,ChIJZ-lNSQPgoocRPR08iXxYVzM,KS
3f4ab48071817f,MCPHERSON COUNTY JAIL,,,KS,SECURUS,10896,2021-01-08T20:21:14.658Z,false,,McPherson County Law Enforcement Center,"1177 W Woodside St, McPherson, KS 67460, United States",-97.6841534,38.3729805,McPherson County,ChIJvytk8G5Wu4cR-BLjd3fnF7U,KS
634b4a806af320,OSBORNE COUNTY JAIL,,,KS,SECURUS,10897,2021-01-08T20:22:13.230Z,false,,Osborne County Sheriff,"104 S 5th St, Osborne, KS 67473, United States",-98.7020469,39.4377372,Osborne County,ChIJKYRJCR1voocR8NefqY_-0Co,KS
a5de90f60f9719,SALINE COUNTY JAIL,,,KS,SECURUS,10898,2021-01-08T20:23:27.935Z,false,,Saline County Sheriff's Office,"255 N Tenth St, Salina, KS 67401, United States",-97.61474849999999,38.8447465,Saline County,ChIJr2uGlGDPvIcRzbrcpbTm-gA,KS
11f51a0ffa69d2,SEDGWICK COUNTY DETENTION FACILITY,,,KS,SECURUS,10899,2021-01-08T20:23:54.468Z,false,,Sedgwick County Juvenile Detention Facility,"700 S Hydraulic Ave, Wichita, KS 67211, United States",-97.3152112,37.6759726,Sedgwick County,ChIJI-Mf74TjuocRSbce_2maxxE,KS
5260741de78b6d,SEDGWICK COUNTY JUVENILE DETENTION FACILITY,,,KS,SECURUS,10900,2021-01-08T20:24:56.545Z,false,,Sedgwick County Juvenile Detention Facility,"700 S Hydraulic Ave, Wichita, KS 67211, United States",-97.3152112,37.6759726,Sedgwick County,ChIJI-Mf74TjuocRSbce_2maxxE,KS
1fc2254032b870,SHAWNEE COUNTY ADULT DETENTION CENTER,,,KS,SECURUS,10901,2021-01-08T20:25:46.038Z,false,,Shawnee County Adult Detention,"501 SE 8th Ave, Topeka, KS 66607, United States",-95.6690496,39.0465251,Shawnee County,ChIJq0PEjxIDv4cRmt2eb6V-zZo,KS
2dd6cd805e4cfb,SHAWNEE COUNTY JUVENILE DETENTION CENTER,,,KS,SECURUS,10902,2021-01-08T20:26:08.232Z,false,,Juvenile Correctional Complex,"1430 NW 25th St, Topeka, KS 66618, United States",-95.6816491,39.0956739,Shawnee County,ChIJ_186ENQDv4cRfp89BM-f_bA,KS
