FID,FACILITYID,NAME,ADDRESS,CITY,STATE,ZIP,ZIP4,TELEPHONE,TYPE,STATUS,POPULATION,COUNTY,COUNTYFIPS,COUNTRY,NAICS_CODE,NAICS_DESC,SOURCE,SOURCEDATE,VAL_METHOD,VAL_DATE,WEBSITE,SECURELVL,CAPACITY,SHAPE_Leng,SHAPE_Length,SHAPE_Area,LONGITUDE,LATITUDE
1133,10004971,TAYLOR COUNTY JAIL,1601 JUSTICE STREET,BEDFORD,IA,50833,-999,(712) 523-2153,COUNTY,NOT AVAILABLE,-999,TAYLOR,19173,USA,922140,CORRECTIONAL INSTITUTIONS,https://taylorcountyiowa.org/sheriffs-office.html,2018/02/28 00:00:00,IMAGERY/OTHER,2019/12/11 00:00:00,http://www.taylorcountyiowa.org/sheriffs-office.html,NOT AVAILABLE,8,0.00140486872078,181.03065461284,1.10947191023e-07,-94.73778595899995,40.6760660005
1134,10006433,ALEXANDER COUNTY LAW ENFORCEMENT CENTER,91 COMMERCIAL PARK AVE,TAYLORSVILLE,NC,28681,-999,(828) 632-0304,COUNTY,OPEN,-999,ALEXANDER,37003,USA,922140,CORRECTIONAL INSTITUTIONS,https://alexandersheriff.org/divisions/detention/,2018/04/02 00:00:00,IMAGERY/OTHER,2020/02/13 00:00:00,https://alexandersheriff.org/divisions/detention/,NOT AVAILABLE,164,0.00466674994643,571.638988031561,5.40999629413e-07,-81.1801369595,35.9084498405
1135,10001791,ANSON COUNTY JAIL,119 N WASHINGTON ST,WADESBORO,NC,28170,-999,(704) 694-4188,COUNTY,OPEN,68,ANSON,37007,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.ansonsheriff.com/Jail.aspx,2018/04/02 00:00:00,IMAGERY/OTHER,2020/02/13 00:00:00,http://www.ansonsheriff.com/Jail.aspx,NOT AVAILABLE,60,0.00153925996912,186.986335577113,1.09856009279e-07,-80.07587816699996,34.966978502000046
1136,10005496,ASHE COUNTY JAIL,140 GOVERNMENT CIRCLE,JEFFERSON,NC,28640,-999,(336) 846-5611,COUNTY,OPEN,-999,ASHE,37009,USA,922140,CORRECTIONAL INSTITUTIONS,https://ncjaa.org/contento/uploads/2014/02/NCJAA-Directory-and-Resource-Guide-2017-5.pdf,2018/04/02 00:00:00,IMAGERY/OTHER,2020/02/13 00:00:00,http://ashecountysheriff.com/,NOT AVAILABLE,165,0.00375024067569,464.540219075971,5.353365224e-07,-81.460525475,36.41857733850005
1137,10005515,BEAUFORT COUNTY DETENTION CENTER,112 W. 2ND ST,WASHINGTON,NC,27889,-999,(252) 946-7113,COUNTY,OPEN,-999,BEAUFORT,37013,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.beaufortcountysheriff.org/divisions/beaufort-county-detention-center/,2018/04/02 00:00:00,IMAGERY/OTHER,2020/02/13 00:00:00,http://www.beaufortcountysheriff.org/divisions/beaufort-county-detention-center/,NOT AVAILABLE,85,0.00180392579753,215.356011919644,1.61078915273e-07,-77.054950856,35.543812800500106
1138,10006331,CROSS CITY EAST UNIT,568 NE 255TH ST,CROSS CITY,FL,32628,-999,(352) 498-4900,STATE,OPEN,364,DIXIE,12029,USA,922140,CORRECTIONAL INSTITUTIONS,"http://www.dc.state.fl.us/pub/pop/, http://www.dc.state.fl.us/ci/index.html",2017/10/31 00:00:00,IMAGERY/OTHER,2019/12/12 00:00:00,http://www.dc.state.fl.us/ci/index.html,NOT AVAILABLE,432,0.00691011027661,831.426493846005,2.96779890028e-06,-83.08668519999995,29.63720955000005
1139,10006065,KNOX COUNTY JAIL,206 MAIN STREET,CENTER,NE,68724,-999,(402) 288-4261,COUNTY,OPEN,7,KNOX,31107,USA,922140,CORRECTIONAL INSTITUTIONS,https://co.knox.ne.us/webpages/sheriff/sheriff.html,2018/04/05 00:00:00,IMAGERY/OTHER,2020/01/31 00:00:00,https://co.knox.ne.us/webpages/sheriff/sheriff.html,NOT AVAILABLE,16,0.00111549200017,146.979800000787,7.77257545834e-08,-97.87750969999995,42.608892473000054
1140,10005397,ST. CLAIR COUNTY JAIL,360 CHESTNUT STREET,OSCEOLA,MO,64776,-999,(417) 646-7704,COUNTY,OPEN,90,ST. CLAIR,29185,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.scsomo.org/page.php?id=14,2018/03/27 00:00:00,IMAGERY/OTHER,2020/01/31 00:00:00,https://www.scsomo.org/page.php?id=14,NOT AVAILABLE,127,0.00268026214181,332.75802624692,3.2892506931e-07,-93.70130728399995,38.04708308800005
1141,10005896,BUTLER COUNTY DETENTION CENTER,200 PHILLIP KEARBY BLVD,POPLAR BLUFF,MO,63901,-999,(573) 686-8067,COUNTY,OPEN,-999,BUTLER,29023,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.bcsheriff.com/contact.php,2018/03/26 00:00:00,IMAGERY/OTHER,2020/01/31 00:00:00,https://www.bcsheriff.com/index.php,NOT AVAILABLE,-999,0.00255092708385,315.874236358462,3.32352063675e-07,-90.3922430065,36.757208644
1142,10002991,LOVELOCK CORRECTIONAL CENTER,1200 PRISON RD,LOVELOCK,NV,89419,-999,(775) 273-1300,STATE,OPEN,1681,PERSHING,32027,USA,922140,CORRECTIONAL INSTITUTIONS,http://doc.nv.gov/Facilities/LCC_Facility/,2016/12/31 00:00:00,IMAGERY/OTHER,2020/02/03 00:00:00,http://doc.nv.gov/Facilities/Home/,CLOSE,1680,0.0174145896227,2196.17175894723,1.55804692318e-05,-118.388699594,40.22323423300005
1143,10002994,NEVADA STATE PRISON,3301 E 5TH ST,CARSON CITY,NV,89701,-999,(775) 297-0240,STATE,CLOSED,0,CARSON CITY (CITY),32510,USA,922140,CORRECTIONAL INSTITUTIONS,http://doc.nv.gov/Facilities/NSP_Facility/,2020/02/03 00:00:00,IMAGERY/OTHER,2020/02/03 00:00:00,http://doc.nv.gov/Facilities/NSP_Facility/,MEDIUM,841,0.0151048834952,1889.5838944593,9.86317115904e-06,-119.735835798,39.1595994790001
1144,10005128,ROSENBERG CITY JAIL,2120 4TH STREET,ROSENBERG,TX,77471,-999,(832) 595-3710,LOCAL,OPEN,-999,FORT BEND,48157,USA,922140,CORRECTIONAL INSTITUTIONS,http://rosenbergtx.gov/public-safety/police-department-2/,2018/05/22 00:00:00,IMAGERY/OTHER,2020/03/04 00:00:00,NOT AVAILABLE,NOT AVAILABLE,-999,0.00213367565966,252.867817659552,2.79241091733e-07,-95.80609874399995,29.5458998925001
1145,10004955,WARREN COUNTY JAIL,115 NORTH HOWARD STREET,INDIANOLA,IA,50125,-999,(515) 961-1104,COUNTY,OPEN,31,WARREN,19181,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.warrencountyia.org/sheriff,2018/02/28 00:00:00,IMAGERY/OTHER,2019/12/11 00:00:00,https://www.warrencountyia.org/sheriff.shtml,NOT AVAILABLE,-999,0.00138269931284,178.384188602593,9.72285964603e-08,-93.56165420299996,41.360824435500106
1146,10006036,LEFLORE COUNTY JUVENILE DETENTION CENTER,201 VETERAN'S AVE,TALIHINA,OK,74571,-999,(918) 567-3393,COUNTY,OPEN,-999,LE FLORE,40079,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.ok.gov/occy/Programs/Office_of_Juvenile_System_Oversight/Facilities/OJSO_LeFlore_County_Juvenile_Detention_Center.html,2018/04/13 00:00:00,IMAGERY/OTHER,2020/01/21 00:00:00,NOT AVAILABLE,JUVENILE,-999,0.00167559142589,196.791970149841,7.67900176106e-08,-95.04561616499996,34.747014009
1147,10002995,WARM SPRINGS CORRECTIONAL CENTER,3301 E 5TH ST,CARSON CITY,NV,89701,-999,(775) 684-3000,STATE,OPEN,573,CARSON CITY (CITY),32510,USA,922140,CORRECTIONAL INSTITUTIONS,http://doc.nv.gov/Facilities/WSCC_Facility/,2016/12/31 00:00:00,IMAGERY/OTHER,2020/02/03 00:00:00,http://doc.nv.gov/Facilities/Home/,MEDIUM,532,0.0128340699634,1577.75815702521,8.20694882293e-06,-119.7373060145,39.15669083350005
1148,10005129,MISSOURI CITY JAIL,3849 CARTWRIGHT ROAD,MISSOURI CITY,TX,77459,-999,(281) 403-8700,LOCAL,OPEN,-999,FORT BEND,48157,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.missouricitytx.gov/111/About-the-Police-Department?nid=111,2018/05/22 00:00:00,IMAGERY/OTHER,2020/02/27 00:00:00,NOT AVAILABLE,NOT AVAILABLE,-999,0.00282134984627,330.737305410728,3.83184156271e-07,-95.56711708499995,29.5819763235001
1149,10004938,WINNEBAGO COUNTY JAIL,935 HWY 69 N,FOREST CITY,IA,50436,-999,(641) 585-2828,COUNTY,NOT AVAILABLE,9,WINNEBAGO,19189,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.winnebagocountyiowa.gov/departments/sheriff-jail/winnebago-county-jail/,2018/02/28 00:00:00,IMAGERY/OTHER,2019/12/11 00:00:00,https://www.winnebagocountyiowa.gov/departments/sheriff-jail/winnebago-county-jail/,NOT AVAILABLE,-999,0.00185364134318,236.771257072128,1.53824540207e-07,-93.63436824199995,43.272767622
1150,10002996,NORTHERN NEVADA CORRECTIONAL CENTER,1721 SNYDER AVE,CARSON CITY,NV,89701,-999,(775) 887-9297,STATE,OPEN,1411,CARSON CITY (CITY),32510,USA,922140,CORRECTIONAL INSTITUTIONS,http://doc.nv.gov/Facilities/NNCC_Facility/,2016/12/31 00:00:00,IMAGERY/OTHER,2020/02/03 00:00:00,http://doc.nv.gov/Facilities/Home/,MEDIUM,1619,0.0210310577462,2648.83538432917,2.02679694765e-05,-119.7443641185,39.1085829305
1151,10003005,SOUTHERN DESERT CORRECTIONAL CENTER,20825 COLD CREEK RD,INDIAN SPRINGS,NV,89070,-999,(702) 879-3800,STATE,OPEN,2150,CLARK,32003,USA,922140,CORRECTIONAL INSTITUTIONS,http://doc.nv.gov/Facilities/SDCC_Facility/,2016/12/31 00:00:00,IMAGERY/OTHER,2020/02/03 00:00:00,http://doc.nv.gov/Facilities/Home/,MEDIUM,2149,0.0290714292533,3546.68533738818,2.96881688696e-05,-115.554790033,36.51500876900005
1152,10003294,TAZEWELL CORRECTIONAL UNIT #31,1245 CLEARFORK RD,TAZEWELL,VA,24651,-999,NOT AVAILABLE,STATE,CLOSED,0,TAZEWELL,51185,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.publicschoolreview.com/tazewell-correctional-center-unit-31-profile,2009/01/01 00:00:00,IMAGERY/OTHER,2020/02/24 00:00:00,https://www.publicschoolreview.com/tazewell-correctional-center-unit-31-profile,MINIMUM,-999,0.00533099913951,668.390432923446,9.98773828991e-07,-81.39802361949995,37.1444635585
1153,10000535,THOMPSON ACADEMY,1150 HIBISCUS DR,PEMBROKE PINES,FL,33025,-999,NOT AVAILABLE,STATE,CLOSED,0,BROWARD,12011,USA,922140,CORRECTIONAL INSTITUTIONS,http://articles.sun-sentinel.com/2012-09-28/news/fl-thompson-academy-closing-20120927_1_djj-juvenile-center-juvenile-justice,2015/10/31 00:00:00,IMAGERY/OTHER,2019/12/12 00:00:00,NOT AVAILABLE,JUVENILE,-999,0.00639741265,760.463045091981,2.4496187453e-06,-80.2535954184999,25.998607495999998
1154,10003000,CALIENTE YOUTH CENTER,500 YOUTH CENTER DRIVE,CALIENTE,NV,89008,-999,(775) 726-8200,STATE,OPEN,115,LINCOLN,32017,USA,922140,CORRECTIONAL INSTITUTIONS,http://dcfs.nv.gov/Programs/JJS/Caliente/,2017/12/12 00:00:00,IMAGERY/OTHER,2020/02/03 00:00:00,http://dcfs.nv.gov/Programs/JJS/Caliente/,JUVENILE,140,0.00992504018115,1213.19858227134,4.92475937629e-06,-114.5035597185,37.6196152180001
1155,10000259,NEVADA YOUTH TRAINING CENTER,100 YOUTH CENTER DRIVE,ELKO,NV,89801,-999,(775) 738-6200,STATE,OPEN,51,ELKO,32007,USA,922140,CORRECTIONAL INSTITUTIONS,http://dcfs.nv.gov/Programs/JJS/Nevada_Youth_Training_Center/,2017/12/12 00:00:00,IMAGERY/OTHER,2020/02/03 00:00:00,http://dcfs.nv.gov/Programs/JJS/Nevada_Youth_Training_Center/,JUVENILE,160,0.016746708359,2100.37018802054,1.22674170943e-05,-115.72722175850001,40.8805926295
1156,10003008,SUMMIT VIEW YOUTH CENTER,5730 RANGE RD,LAS VEGAS,NV,89115,-999,(702) 668-4755,STATE,OPEN,34,CLARK,32003,USA,922140,CORRECTIONAL INSTITUTIONS,http://dcfs.nv.gov/Programs/JJS/SUMMIT_VIEW_YOUTH_CENTER/,2017/12/12 00:00:00,IMAGERY/OTHER,2020/02/03 00:00:00,http://dcfs.nv.gov/Programs/JJS/SUMMIT_VIEW_YOUTH_CENTER/,JUVENILE,50,0.00716279730205,870.75373977075,3.37420829337e-06,-115.0539721255,36.264831581500005
1157,10006613,LAKE'S CROSSING CENTER,500 GALLETTI WAY,SPARKS,NV,89431,-999,(775) 688-1900,STATE,OPEN,-999,WASHOE,32031,USA,922140,CORRECTIONAL INSTITUTIONS,http://dpbh.nv.gov/About/Overview/Lake_s_Crossing_Center_Overview/,2015/11/23 00:00:00,IMAGERY/OTHER,2020/02/03 00:00:00,http://dpbh.nv.gov/Programs/ClinicalBehavioralServ/Clinical_Behavioral_Services_-_Home/,MAXIMUM,86,0.00387681492282,484.1520106364,8.83178243411e-07,-119.7780715895,39.5315624255001
1158,10004228,BRUNSWICK COUNTY DETENTION CENTER,70 STAMP ACT DR,BOLIVIA,NC,28422,-999,(910) 253-2760,COUNTY,OPEN,250,BRUNSWICK,37019,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.brunswicksheriff.com/detention-center,2018/04/02 00:00:00,IMAGERY/OTHER,2020/02/13 00:00:00,http://www.brunswicksheriff.com/detention-center,NOT AVAILABLE,444,0.00700088531017,857.123583742722,1.3339620137e-06,-78.1639217295,34.0588253105
1159,10004944,WOODBURY COUNTY JUVENILE DETENTION CENTER,822 DOUGLAS STREET,SIOUX CITY,IA,51101,-999,(712) 279-6622,COUNTY,OPEN,-999,WOODBURY,19193,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.woodburycountyiowa.gov/126-28e-agreements/juvenile-detention,2017/04/28 00:00:00,IMAGERY/OTHER,2019/12/11 00:00:00,NOT AVAILABLE,JUVENILE,20,0.00322699157179,394.137265314638,5.16369603385e-07,-96.40569502849995,42.499314359500104
1160,10006086,CHEYENNE COUNTY JAIL,1000 10TH AVENUE,SIDNEY,NE,69162,-999,(308) 254-2922,COUNTY,OPEN,17,CHEYENNE,31033,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.cheyennecountyne.net/sheriff,2018/04/04 00:00:00,IMAGERY/OTHER,2020/01/31 00:00:00,https://www.cheyennecountyne.net/sheriff,NOT AVAILABLE,20,0.00247702085748,327.292537220253,3.55128715159e-07,-102.97750231500001,41.1433178450001
1161,10004943,WRIGHT COUNTY JAIL,719 2ND STREET SOUTHWEST,CLARION,IA,50525,-999,(515) 532-6152,COUNTY,OPEN,-999,WRIGHT,19197,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.wrightcounty.org/departments/sheriff/jail_information_and_services.php,2018/02/28 00:00:00,IMAGERY/OTHER,2019/12/11 00:00:00,http://www.wrightcounty.org/departments/sheriff/index.php,NOT AVAILABLE,-999,0.00190466058444,253.528890021123,2.24797061603e-07,-93.7349364185,42.72635188400005
1162,10005319,OWENS VALLEY CONSERVATION CAMP #26,2781 SOUTH ROUND VALLEY ROAD,BISHOP,CA,93514,-999,(760) 387-2686,STATE,OPEN,96,INYO,06027,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.cdcr.ca.gov/Conservation_Camps/,2017/09/19 00:00:00,IMAGERY/OTHER,2019/11/25 00:00:00,http://www.cdcr.ca.gov/Conservation_Camps/,MINIMUM,-999,0.00848947052143,1044.69873056206,3.76860812784e-06,-118.551500301,37.3893845190001
1163,10002631,ROCKINGHAM COUNTY JAIL / HOUSE OF CORRECTIONS,99 NORTH RD,BRENTWOOD,NH,03833,-999,(603) 679-2244,COUNTY,OPEN,222,ROCKINGHAM,33015,USA,922140,CORRECTIONAL INSTITUTIONS,"http://www.rockinghamcountynh.org/about/documents/annual_reports/#wpfb-cat-4, http://www.fosters.com/apps/pbcs.dll/article?AID=/20121230/GJNEWS_01/121239943/-1/FOSNEWS",2016/02/15 00:00:00,IMAGERY/OTHER,2020/02/03 00:00:00,http://www.rockinghamcountynh.org/departments/corrections/,MAXIMUM,387,0.00593255767571,748.987983761023,1.13034844954e-06,-71.05076988899995,43.0142047775
1164,10004119,MERRIMACK COUNTY HOUSE OF CORRECTIONS,314 DANIEL WEBSTER HWY,BOSCAWEN,NH,03303,-999,(603) 796-3600,COUNTY,OPEN,232,MERRIMACK,33013,USA,922140,CORRECTIONAL INSTITUTIONS,https://merrimackcounty.net/departments/corrections,2016/02/15 00:00:00,IMAGERY/OTHER,2020/02/03 00:00:00,https://merrimackcounty.net/departments/corrections,MAXIMUM,237,0.00661607295356,852.298883364106,1.00123548418e-06,-71.6462665805,43.3595090205001
1165,10005272,PARLIN FORK CONSERVATION CAMP #6,23000 STATE HIGHWAY 20,FORT BRAGG,CA,95437,-999,(707) 964-3766,STATE,OPEN,100,MENDOCINO,06045,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.cdcr.ca.gov/Conservation_Camps/,2017/10/26 00:00:00,IMAGERY/OTHER,2019/11/25 00:00:00,http://www.cdcr.ca.gov/Conservation_Camps/,MINIMUM,100,0.0168896346543,2103.22149405102,7.24238526105e-06,-123.6560265145,39.37032771250005
1166,10005267,SALT CREEK CONSERVATION CAMP #7,10655 ROUND VALLEY ROAD,PASKENTA,CA,96074,-999,(530) 833-5497,STATE,OPEN,120,TEHAMA,06103,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.cdcr.ca.gov/Conservation_Camps/,2017/10/26 00:00:00,IMAGERY/OTHER,2019/11/25 00:00:00,http://www.cdcr.ca.gov/Conservation_Camps/,MINIMUM,-999,0.00803021851106,1023.08513211327,3.80218097199e-06,-122.629438752,39.812134341000046
1167,10005362,VENTURA CONSERVATION CAMP #46,2800 WRIGHT ROAD,CAMARILLO,CA,93010,-999,(805) 983-1332,STATE,OPEN,79,VENTURA,06111,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.cdcr.ca.gov/Conservation_Camps/,2017/09/19 00:00:00,IMAGERY/OTHER,2019/11/25 00:00:00,http://www.cdcr.ca.gov/Conservation_Camps/,MINIMUM,110,0.00477293449251,579.088488534781,1.16235195424e-06,-119.10677475,34.2461559380001
1168,10001917,ORANGE COUNTY JAIL,11 STATE HWY 113,CHELSEA,VT,05038,-999,(802) 685-4875,COUNTY,OPEN,-999,ORANGE,50017,USA,922140,CORRECTIONAL INSTITUTIONS,https://orangecountysheriff.com/sheriff.php,2016/03/01 00:00:00,IMAGERY/OTHER,2020/02/25 00:00:00,https://orangecountysheriff.com/sheriff.php,NOT AVAILABLE,-999,0.00107411757739,139.938447365431,3.81518141042e-08,-72.44563496699999,43.98829404050005
1169,10002641,BUNCOMBE COUNTY DETENTION CENTER,20 DAVIDSON DR,ASHEVILLE,NC,28801,-999,(828) 250-4550,COUNTY,OPEN,459,BUNCOMBE,37021,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.buncombecounty.org/Governing/Depts/Sheriff/detention-division/default.aspx,2018/04/02 00:00:00,IMAGERY/OTHER,2020/02/13 00:00:00,https://www.buncombecounty.org/Governing/Depts/Sheriff/detention-division/default.aspx,MAXIMUM,604,0.00360534154708,454.2005684089,5.73725889847e-07,-82.5477464725,35.59592215550005
1170,10002637,BURKE-CATAWBA DISTRICT CONFINEMENT FACILITY,148 GOVERNMENT DR,MORGANTON,NC,28655,-999,(828) 764-9583,COUNTY,OPEN,-999,BURKE,37023,USA,922140,CORRECTIONAL INSTITUTIONS,https://ncjaa.org/contento/uploads/2014/02/NCJAA-Directory-and-Resource-Guide-2017-5.pdf,2018/04/02 00:00:00,IMAGERY/OTHER,2020/02/13 00:00:00,http://www.burkesheriff.org/jail.htm,NOT AVAILABLE,176,0.0048810467356,599.389191404946,8.91571368338e-07,-81.6805897415,35.72104055550005
1171,10002636,BURKE COUNTY JAIL (DOWNTOWN JAIL),201 S GREEN ST,MORGANTON,NC,28655,-999,(828) 438-5481,COUNTY,OPEN,262,BURKE,37023,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.burkesheriff.org/jail.htm,2018/04/02 00:00:00,IMAGERY/OTHER,2020/02/13 00:00:00,http://www.burkesheriff.org/jail.htm,NOT AVAILABLE,66,0.00339575598783,413.18217104045,3.33355373499e-07,-81.68526092699994,35.74545374500005
1172,10006100,FRONTIER COUNTY JAIL,308 CENTER AVENUE,CURTIS,NE,69025,-999,(308) 367-4411,COUNTY,OPEN,3,FRONTIER,31063,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.curtisnebraska.com/sherriff,2018/04/05 00:00:00,IMAGERY/OTHER,2020/01/31 00:00:00,https://www.facebook.com/pages/category/Police-Station/Frontier-County-Sheriffs-Office-187269121300822/,NOT AVAILABLE,8,0.00205196406031,262.690319976487,2.05297762057e-07,-100.51504111349999,40.631345600000046
1173,10006114,FRANKLIN COUNTY JAIL,405 15TH AVENUE,FRANKLIN,NE,68939,-999,(308) 425-6231,COUNTY,OPEN,1,FRANKLIN,31061,USA,922140,CORRECTIONAL INSTITUTIONS,https://co.franklin.ne.us/webpages/sheriff/sheriff.html,2018/04/05 00:00:00,IMAGERY/OTHER,2020/01/31 00:00:00,https://co.franklin.ne.us/webpages/sheriff/sheriff.html,NOT AVAILABLE,8,0.00100793999991,131.05379999429,6.29415079635e-08,-98.95425226399995,40.097606309
1174,10001785,CABARRUS COUNTY JAIL,30 CORBAN AVE SE,CONCORD,NC,28025,-999,(704) 920-3058,COUNTY,OPEN,309,CABARRUS,37025,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.cabarruscounty.us/departments/detention-center,2018/04/02 00:00:00,IMAGERY/OTHER,2020/02/13 00:00:00,https://www.cabarruscounty.us/departments/detention-center,NOT AVAILABLE,665,0.00684184130454,831.093524165035,1.04331278158e-06,-80.5777250954999,35.40887213500005
1175,10005275,VALLEY VIEW CONSERVATION CAMP #34,3339 COUNTY ROAD 307,ELK CREEK,CA,95939,-999,(530) 968-5107,STATE,OPEN,107,GLENN,06021,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.cdcr.ca.gov/Conservation_Camps/,2015/12/31 00:00:00,IMAGERY/OTHER,2019/11/25 00:00:00,http://www.cdcr.ca.gov/Conservation_Camps/,MINIMUM,115,0.00535566470831,659.834184074281,1.76144232038e-06,-122.72180924899999,39.652513343500104
1176,10004379,ROLLING PLAINS REGIONAL JAIL AND DETENTION CENTER,118 COUNTY ROAD 206,HASKELL,TX,79521,-999,(940) 864-6200,COUNTY,OPEN,-999,HASKELL,48207,USA,922140,CORRECTIONAL INSTITUTIONS,"https://www.ice.gov/detention-facility/rolling-plains-correctional-facility, https://www.reporternews.com/story/news/local/big-country/2017/03/01/haskells-jail-and-detention-center-close/98597322/",2017/03/01 00:00:00,IMAGERY/OTHER,2020/02/27 00:00:00,https://www.ice.gov/detention-facility/rolling-plains-correctional-facility,MEDIUM,548,0.00990485626722,1241.64252726474,5.59323768309e-06,-99.72177011400001,33.176314313
1177,10006335,BROWARD GIRLS ACADEMY,8301 SOUTH PALM DRIVE,PEMBROKE PINES,FL,33025,-999,(954) 322-6500,STATE,CLOSED,0,BROWARD,12011,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.djj.state.fl.us/programs-facilities/residential-facilities,2017/11/08 00:00:00,IMAGERY/OTHER,2019/12/12 00:00:00,http://www.djj.state.fl.us/programs-facilities/residential-facilities,JUVENILE,-999,0.00364540785992,422.751350604895,2.79969044432e-07,-80.25221520949995,25.9984032455
1178,10000811,MIRAMONTE CONSERVATION CAMP #5,49039 ORCHARD DRIVE,MIRAMONTE,CA,93641,-999,(559) 336-2312,STATE,OPEN,78,FRESNO,06019,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.cdcr.ca.gov/Conservation_Camps/,2017/09/19 00:00:00,IMAGERY/OTHER,2019/11/25 00:00:00,http://www.cdcr.ca.gov/Conservation_Camps/,MINIMUM,80,0.0053787872904,676.327574448052,1.95963455432e-06,-119.08581838,36.67259521300005
1179,10000840,PRADO CONSERVATION CAMP #28,14467 CENTRAL AVENUE,CHINO,CA,91710,-999,(909) 597-3917,STATE,OPEN,78,SAN BERNARDINO,06071,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.cdcr.ca.gov/Conservation_Camps/,2017/09/19 00:00:00,IMAGERY/OTHER,2019/11/25 00:00:00,http://www.cdcr.ca.gov/Conservation_Camps/,MINIMUM,80,0.0120101741181,1427.19867683375,7.93999980593e-06,-117.68682927,33.991160958500046
1180,10000881,VENTURA YOUTH CORRECTIONAL FACILITY,3100 WRIGHT ROAD,CAMARILLO,CA,93010,-999,(805) 485-7951,STATE,OPEN,179,VENTURA,06111,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.cdcr.ca.gov/Juvenile_Justice/Research_and_Statistics/ADP_Monthly_2017.html,2017/09/06 00:00:00,IMAGERY/OTHER,2019/11/25 00:00:00,http://www.cdcr.ca.gov/Juvenile_Justice/Facility_Locations/index.html,JUVENILE,217,0.0166286354274,2020.81897591389,1.54071730653e-05,-119.1070002495,34.2433255685
1181,10002635,CALDWELL COUNTY DETENTION CENTER,2351 MORGANTON BLVD SW,LENOIR,NC,28645,-999,(828) 759-1510,COUNTY,OPEN,174,CALDWELL,37027,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.caldwellcountync.org/sheriff/detention,2018/03/22 00:00:00,IMAGERY/OTHER,2020/02/13 00:00:00,https://www.caldwellcountync.org/sheriff/detention,NOT AVAILABLE,185,0.00556441588235,679.191835029429,7.11459499463e-07,-81.57082511549996,35.89139772800005
1182,10002642,CLEVELAND COUNTY LAW ENFORCEMENT DETENTION CENTER,100 JUSTICE PL,SHELBY,NC,28150,-999,(704) 484-4889,COUNTY,OPEN,-999,CLEVELAND,37045,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.sheriffclevelandcounty.com/detention-center.htm,2018/04/02 00:00:00,IMAGERY/OTHER,2020/02/13 00:00:00,http://www.sheriffclevelandcounty.com/detention-center.htm,NOT AVAILABLE,-999,0.0027628751733,345.839225239935,3.97380665904e-07,-81.53595533149999,35.29083568150005
1183,10005948,NORTHWEST OHIO JUVENILE DETENTION CENTER,3389 COUNTY RD 24.25,STRYKER,OH,43557,-999,(419) 428-2322,COUNTY,OPEN,36,WILLIAMS,39171,USA,922140,CORRECTIONAL INSTITUTIONS,http://nwojdc.com/,2016/05/23 00:00:00,IMAGERY/OTHER,2020/02/20 00:00:00,http://nwojdc.com/,JUVENILE,32,0.00277608359559,354.675344457352,2.90025831631e-07,-84.357823365,41.4620853220001
1184,10005982,JACKSON COUNTY JAIL,372 PORTSMOUTH ST,JACKSON,OH,45640,-999,(740) 288-1338,COUNTY,OPEN,-999,JACKSON,39079,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.jacksonso.org/jackson-county-correctional-facility.html,2018/04/11 00:00:00,IMAGERY/OTHER,2020/02/20 00:00:00,http://www.jacksonso.org/jackson-county-correctional-facility.html,NOT AVAILABLE,-999,0.00191098669884,234.690846310713,2.09063428333e-07,-82.637075339,39.05318439450005
